36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:33:52.304 (369000415)|DML_BEGIN|[31]|Op:Upsert|Type:HTask__c|Rows:1
11:33:52.304 (369034698)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:33:52.304 (373972742)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:HTask:new
11:33:52.304 (373995768)|VALIDATION_RULE|03df40000002ejE|ContactRequired
11:33:52.304 (374127060)|VALIDATION_FORMULA|ISBLANK(Contact__c)|Contact__c=003f400000Pu06o
11:33:52.304 (374139762)|VALIDATION_PASS
11:33:52.304 (374143703)|VALIDATION_RULE|03df40000002ejO|DificultyRequired
11:33:52.304 (374244883)|VALIDATION_FORMULA|ISBLANK(TEXT(Difficulty__c))|Difficulty__c=Hard
11:33:52.304 (374255778)|VALIDATION_PASS
11:33:52.304 (374260366)|VALIDATION_RULE|03df40000002bNN|StatusNone
11:33:52.304 (374374484)|VALIDATION_FORMULA|TEXT(Status__c) <> 'New'  
&& TEXT(Status__c) <> 'In Progress'
&& TEXT(Status__c) <> 'Completed'|Status__c=New
11:33:52.304 (374382047)|VALIDATION_PASS
11:33:52.304 (374445152)|CODE_UNIT_FINISHED|Validation:HTask:new
11:33:52.304 (388090511)|DML_END|[31]
11:33:52.304 (388137974)|STATEMENT_EXECUTE|[33]
11:33:52.304 (388150556)|HEAP_ALLOCATE|[33]|Bytes:70
11:33:52.304 (388188263)|HEAP_ALLOCATE|[33]|Bytes:4
11:33:52.304 (388427010)|SOQL_EXECUTE_BEGIN|[33]|Aggregations:0|SELECT Id, Status__c, Points__c FROM HTask__c WHERE Name = 'TestTask2'
11:33:52.304 (406023226)|SOQL_EXECUTE_END|[33]|Rows:1
11:33:52.304 (406064456)|HEAP_ALLOCATE|[33]|Bytes:8
11:33:52.304 (406087697)|HEAP_ALLOCATE|[33]|Bytes:94
11:33:52.304 (406152330)|HEAP_ALLOCATE|[33]|Bytes:8
11:33:52.304 (406178027)|HEAP_ALLOCATE|[33]|Bytes:34
11:33:52.304 (406208830)|HEAP_ALLOCATE|[33]|Bytes:16
11:33:52.304 (406256004)|VARIABLE_ASSIGNMENT|[33]|task|{"Id":"a00f4000009W3eMAAS","Status__c":"New","Points__c":5.00}|0x74e0aad9
11:33:52.304 (406269385)|STATEMENT_EXECUTE|[34]
11:33:52.304 (406275033)|HEAP_ALLOCATE|[34]|Bytes:9
11:33:52.304 (406339596)|VARIABLE_ASSIGNMENT|[34]|this.Status__c|"Completed"|0x74e0aad9
11:33:52.304 (406349147)|STATEMENT_EXECUTE|[35]
11:33:52.304 (406391475)|HEAP_ALLOCATE|[35]|Bytes:8
11:33:52.304 (406406091)|DML_BEGIN|[35]|Op:Upsert|Type:HTask__c|Rows:1
11:33:52.304 (406444630)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:33:52.304 (413297896)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:HTask:a00f4000009W3eM
11:33:52.304 (413321747)|VALIDATION_RULE|03df40000002ejE|ContactRequired
11:33:52.304 (413443410)|VALIDATION_FORMULA|ISBLANK(Contact__c)|Contact__c=003f400000Pu06o
11:33:52.304 (413454309)|VALIDATION_PASS
11:33:52.304 (413457889)|VALIDATION_RULE|03df40000002ejO|DificultyRequired
11:33:52.304 (413560834)|VALIDATION_FORMULA|ISBLANK(TEXT(Difficulty__c))|Difficulty__c=Hard
11:33:52.304 (413570678)|VALIDATION_PASS
11:33:52.304 (413573283)|VALIDATION_RULE|03df40000002bNN|StatusNone
11:33:52.304 (413740676)|VALIDATION_FORMULA|TEXT(Status__c) <> 'New'  
&& TEXT(Status__c) <> 'In Progress'
&& TEXT(Status__c) <> 'Completed'|Status__c=Completed
11:33:52.304 (413751416)|VALIDATION_PASS
11:33:52.304 (413843806)|CODE_UNIT_FINISHED|Validation:HTask:a00f4000009W3eM
11:33:52.304 (427042394)|CODE_UNIT_STARTED|[EXTERNAL]|01qf4000001HypC|completeHTaskTrigger on HTask trigger event AfterUpdate
11:33:52.304 (427132481)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:33:52.304 (427173612)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:33:52.304 (427304937)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
11:33:52.304 (427332863)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:33:52.304 (427347204)|VARIABLE_SCOPE_BEGIN|[1]|this|completeHTaskTrigger|true|false
11:33:52.304 (427399616)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x7aea07c3
11:33:52.304 (427463024)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:33:52.304 (427474820)|VARIABLE_SCOPE_BEGIN|[1]|this|completeHTaskTrigger|true|false
11:33:52.304 (427496330)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x7aea07c3
11:33:52.304 (427520226)|STATEMENT_EXECUTE|[1]
11:33:52.304 (427523008)|STATEMENT_EXECUTE|[3]
11:33:52.304 (427560450)|HEAP_ALLOCATE|[3]|Bytes:99
11:33:52.304 (427589272)|HEAP_ALLOCATE|[3]|Bytes:4
11:33:52.304 (427605682)|HEAP_ALLOCATE|[3]|Bytes:7
11:33:52.304 (428649026)|SOQL_EXECUTE_BEGIN|[3]|Aggregations:0|SELECT Id, Contact__c, Type__c, Status__c, DueDate__c, Points__c FROM HTask__c WHERE Id IN :tmpVar1
11:33:52.304 (436956223)|SOQL_EXECUTE_END|[3]|Rows:1
11:33:52.304 (436998982)|HEAP_ALLOCATE|[3]|Bytes:8
11:33:52.304 (437028023)|HEAP_ALLOCATE|[3]|Bytes:148
11:33:52.304 (437066663)|HEAP_ALLOCATE|[3]|Bytes:8
11:33:52.304 (437098578)|HEAP_ALLOCATE|[3]|Bytes:24
11:33:52.304 (437149401)|VARIABLE_ASSIGNMENT|[3]|this.task|{"Id":"a00f4000009W3eMAAS","Contact__c":"003f400000Pu06oAAB","Type__c":"TO-DO","Status__c":"Completed","Points__c":5.00}|0x7aea07c3
11:33:52.304 (437158645)|STATEMENT_EXECUTE|[5]
11:33:52.304 (437163052)|HEAP_ALLOCATE|[5]|Bytes:59
11:33:52.304 (437178041)|HEAP_ALLOCATE|[5]|Bytes:4
11:33:52.304 (437431608)|SOQL_EXECUTE_BEGIN|[5]|Aggregations:0|SELECT Id, Name, Points__c FROM Contact WHERE Id = :tmpVar1
11:33:52.304 (441077575)|SOQL_EXECUTE_END|[5]|Rows:1
11:33:52.304 (441097639)|HEAP_ALLOCATE|[5]|Bytes:8
11:33:52.304 (441110574)|HEAP_ALLOCATE|[5]|Bytes:98
11:33:52.304 (441141760)|HEAP_ALLOCATE|[5]|Bytes:8
11:33:52.304 (441165416)|HEAP_ALLOCATE|[5]|Bytes:16
11:33:52.304 (441194669)|VARIABLE_ASSIGNMENT|[5]|this.conta|{"Id":"003f400000Pu06oAAB","Name":"TestContact1","Points__c":10}|0x7aea07c3
11:33:52.304 (441231661)|STATEMENT_EXECUTE|[7]
11:33:52.304 (441233907)|STATEMENT_EXECUTE|[8]
11:33:52.304 (441237008)|HEAP_ALLOCATE|[8]|Bytes:1
11:33:52.304 (441269401)|USER_DEBUG|[8]|DEBUG|1
11:33:52.304 (441375272)|STATEMENT_EXECUTE|[9]
11:33:52.304 (441377552)|STATEMENT_EXECUTE|[10]
11:33:52.304 (441380638)|HEAP_ALLOCATE|[10]|Bytes:1
11:33:52.304 (441397824)|USER_DEBUG|[10]|DEBUG|2
11:33:52.304 (441467954)|STATEMENT_EXECUTE|[14]
11:33:52.304 (441470066)|STATEMENT_EXECUTE|[15]
11:33:52.304 (441503261)|HEAP_ALLOCATE|[15]|Bytes:28
11:33:52.304 (441509436)|HEAP_ALLOCATE|[15]|Bytes:28
11:33:52.304 (441592869)|HEAP_ALLOCATE|[15]|Bytes:28
11:33:52.304 (441597967)|HEAP_ALLOCATE|[15]|Bytes:28
11:33:52.304 (441623453)|HEAP_ALLOCATE|[15]|Bytes:28
11:33:52.304 (441688594)|VARIABLE_ASSIGNMENT|[15]|this.Points__c|7.50|0x2be67b1c
11:33:52.304 (441696207)|STATEMENT_EXECUTE|[18]
11:33:52.304 (441723863)|HEAP_ALLOCATE|[18]|Bytes:8
11:33:52.304 (441736961)|DML_BEGIN|[18]|Op:Update|Type:Contact|Rows:1
11:33:52.304 (441767038)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:33:52.304 (445878120)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
11:33:52.304 (445902550)|DUPLICATE_DETECTION_BEGIN
11:33:52.304 (445972051)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:UPDATE
11:33:52.304 (446059228)|DUPLICATE_DETECTION_END
11:33:52.304 (446077374)|CODE_UNIT_FINISHED|DuplicateDetector
11:33:52.304 (460116277)|DML_END|[18]
11:33:52.460 (460167056)|CUMULATIVE_LIMIT_USAGE
11:33:52.460 (460167056)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

11:33:52.460 (460167056)|TESTING_LIMITS
11:33:52.460 (460167056)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 4 out of 100
  Number of query rows: 4 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 4 out of 150
  Number of DML rows: 4 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

11:33:52.460 (460167056)|CUMULATIVE_LIMIT_USAGE_END

11:33:52.304 (461161985)|CODE_UNIT_FINISHED|completeHTaskTrigger on HTask trigger event AfterUpdate
11:33:52.304 (461712064)|DML_END|[35]
11:33:52.304 (461738977)|STATEMENT_EXECUTE|[37]
11:33:52.304 (461752610)|HEAP_ALLOCATE|[37]|Bytes:65
11:33:52.304 (461802088)|HEAP_ALLOCATE|[37]|Bytes:4
11:33:52.304 (462144491)|SOQL_EXECUTE_BEGIN|[37]|Aggregations:0|SELECT Id, Points__c FROM Contact WHERE LastName = 'TestContact1'
11:33:52.304 (485422570)|SOQL_EXECUTE_END|[37]|Rows:1
11:33:52.304 (485469492)|HEAP_ALLOCATE|[37]|Bytes:8
11:33:52.304 (485491945)|HEAP_ALLOCATE|[37]|Bytes:78
11:33:52.304 (485561826)|HEAP_ALLOCATE|[37]|Bytes:8
11:33:52.304 (485613826)|HEAP_ALLOCATE|[37]|Bytes:12
11:33:52.304 (485628774)|VARIABLE_SCOPE_BEGIN|[37]|cont1After|Contact|true|false
11:33:52.304 (485665885)|VARIABLE_ASSIGNMENT|[37]|cont1After|{"Id":"003f400000Pu06oAAB","Points__c":7.5}|0x4169d675
11:33:52.304 (485678317)|STATEMENT_EXECUTE|[38]
11:33:52.304 (485706753)|METHOD_ENTRY|[38]||System.Test.stopTest()
11:33:52.304 (487327694)|METHOD_EXIT|[38]||System.Test.stopTest()
11:33:52.304 (487342713)|STATEMENT_EXECUTE|[39]
11:33:52.304 (487480949)|HEAP_ALLOCATE|[39]|Bytes:28
11:33:52.304 (487518902)|HEAP_ALLOCATE|[39]|Bytes:28
11:33:52.304 (487629080)|EXCEPTION_THROWN|[39]|System.AssertException: Assertion Failed: Expected: 15.00, Actual: 7.5
11:33:52.304 (487744766)|HEAP_ALLOCATE|[39]|Bytes:50
11:33:52.304 (487838879)|FATAL_ERROR|System.AssertException: Assertion Failed: Expected: 15.00, Actual: 7.5

Class.CompleteHTaskTriggerTest.completeTODOTask: line 39, column 1
11:33:52.304 (487857238)|FATAL_ERROR|System.AssertException: Assertion Failed: Expected: 15.00, Actual: 7.5

Class.CompleteHTaskTriggerTest.completeTODOTask: line 39, column 1
11:33:52.487 (487865288)|CUMULATIVE_LIMIT_USAGE
11:33:52.487 (487865288)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

11:33:52.487 (487865288)|TESTING_LIMITS
11:33:52.487 (487865288)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 5 out of 100
  Number of query rows: 5 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 4 out of 150
  Number of DML rows: 4 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

11:33:52.487 (487865288)|CUMULATIVE_LIMIT_USAGE_END

11:33:52.304 (487920862)|CODE_UNIT_FINISHED|CompleteHTaskTriggerTest.completeTODOTask
11:33:52.304 (489198800)|EXECUTION_FINISHED
11:33:52.554 (554974807)|USER_INFO|[EXTERNAL]|005f4000002PiXT|amancebo.habitica@altimetrik.com|Argentine Time|GMT-03:00
11:33:52.554 (554995754)|EXECUTION_STARTED
11:33:52.554 (555000228)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
11:33:52.554 (555013291)|DUPLICATE_DETECTION_BEGIN
11:33:52.554 (555071796)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:INSERT
11:33:52.554 (565316542)|DUPLICATE_DETECTION_END
11:33:52.554 (565325778)|CODE_UNIT_FINISHED|DuplicateDetector
11:33:52.554 (566632744)|EXECUTION_FINISHED
11:33:52.567 (567553118)|USER_INFO|[EXTERNAL]|005f4000002PiXT|amancebo.habitica@altimetrik.com|Argentine Time|GMT-03:00
11:33:52.567 (567571509)|EXECUTION_STARTED
11:33:52.567 (567574906)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
11:33:52.567 (567584991)|DUPLICATE_DETECTION_BEGIN
11:33:52.567 (567641708)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:UPDATE
11:33:52.567 (576959184)|DUPLICATE_DETECTION_END
11:33:52.567 (576967725)|CODE_UNIT_FINISHED|DuplicateDetector
11:33:52.567 (577770493)|EXECUTION_FINISHED
