36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:40:32.234 (275798706)|VALIDATION_FORMULA|ISBLANK(TEXT(Difficulty__c))|Difficulty__c=Hard
16:40:32.234 (275804668)|VALIDATION_PASS
16:40:32.234 (275806487)|VALIDATION_RULE|03df40000002bNN|StatusNone
16:40:32.234 (275889715)|VALIDATION_FORMULA|TEXT(Status__c) <> 'New'  
&& TEXT(Status__c) <> 'In Progress'
&& TEXT(Status__c) <> 'Completed'|Status__c=New
16:40:32.234 (275896430)|VALIDATION_PASS
16:40:32.234 (275967482)|CODE_UNIT_FINISHED|Validation:HTask:new
16:40:32.234 (285876044)|DML_END|[32]
16:40:32.234 (285900345)|STATEMENT_EXECUTE|[34]
16:40:32.234 (285908465)|HEAP_ALLOCATE|[34]|Bytes:70
16:40:32.234 (285929729)|HEAP_ALLOCATE|[34]|Bytes:4
16:40:32.234 (286097963)|SOQL_EXECUTE_BEGIN|[34]|Aggregations:0|SELECT Id, Status__c, Points__c FROM HTask__c WHERE Name = 'TestTask2'
16:40:32.234 (293707106)|SOQL_EXECUTE_END|[34]|Rows:1
16:40:32.234 (293743178)|HEAP_ALLOCATE|[34]|Bytes:8
16:40:32.234 (293763876)|HEAP_ALLOCATE|[34]|Bytes:94
16:40:32.234 (293809811)|HEAP_ALLOCATE|[34]|Bytes:8
16:40:32.234 (293857993)|HEAP_ALLOCATE|[34]|Bytes:34
16:40:32.234 (293895652)|HEAP_ALLOCATE|[34]|Bytes:16
16:40:32.234 (293951665)|VARIABLE_ASSIGNMENT|[34]|task|{"Id":"a00f4000009XCPqAAO","Status__c":"New","Points__c":5.00}|0x5569da2e
16:40:32.234 (293999369)|STATEMENT_EXECUTE|[35]
16:40:32.234 (294009093)|HEAP_ALLOCATE|[35]|Bytes:9
16:40:32.234 (294062534)|VARIABLE_ASSIGNMENT|[35]|this.Status__c|"Completed"|0x5569da2e
16:40:32.234 (294072812)|STATEMENT_EXECUTE|[36]
16:40:32.234 (294107597)|HEAP_ALLOCATE|[36]|Bytes:8
16:40:32.234 (294121610)|DML_BEGIN|[36]|Op:Upsert|Type:HTask__c|Rows:1
16:40:32.234 (294154426)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.234 (299356350)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:HTask:a00f4000009XCPq
16:40:32.234 (299370710)|VALIDATION_RULE|03df40000002ejE|ContactRequired
16:40:32.234 (299486195)|VALIDATION_FORMULA|ISBLANK(Contact__c)|Contact__c=003f400000PuV7a
16:40:32.234 (299498169)|VALIDATION_PASS
16:40:32.234 (299501306)|VALIDATION_RULE|03df40000002ejO|DificultyRequired
16:40:32.234 (299598601)|VALIDATION_FORMULA|ISBLANK(TEXT(Difficulty__c))|Difficulty__c=Hard
16:40:32.234 (299609449)|VALIDATION_PASS
16:40:32.234 (299612105)|VALIDATION_RULE|03df40000002bNN|StatusNone
16:40:32.234 (299794669)|VALIDATION_FORMULA|TEXT(Status__c) <> 'New'  
&& TEXT(Status__c) <> 'In Progress'
&& TEXT(Status__c) <> 'Completed'|Status__c=Completed
16:40:32.234 (299804180)|VALIDATION_PASS
16:40:32.234 (299860199)|CODE_UNIT_FINISHED|Validation:HTask:a00f4000009XCPq
16:40:32.234 (308832775)|CODE_UNIT_STARTED|[EXTERNAL]|01qf4000001HypC|completeHTaskTrigger on HTask trigger event AfterUpdate
16:40:32.234 (308875558)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.234 (308901426)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.234 (308958602)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
16:40:32.234 (308968483)|VARIABLE_SCOPE_BEGIN|[1]|this|completeHTaskTrigger|true|false
16:40:32.234 (309002646)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x72f8139d
16:40:32.234 (309038066)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
16:40:32.234 (309045072)|VARIABLE_SCOPE_BEGIN|[1]|this|completeHTaskTrigger|true|false
16:40:32.234 (309057431)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x72f8139d
16:40:32.234 (309066061)|STATEMENT_EXECUTE|[1]
16:40:32.234 (309068521)|STATEMENT_EXECUTE|[3]
16:40:32.234 (309072209)|HEAP_ALLOCATE|[3]|Bytes:99
16:40:32.234 (309087166)|HEAP_ALLOCATE|[3]|Bytes:4
16:40:32.234 (309098585)|HEAP_ALLOCATE|[3]|Bytes:7
16:40:32.234 (309692073)|SOQL_EXECUTE_BEGIN|[3]|Aggregations:0|SELECT Id, Contact__c, Type__c, Status__c, DueDate__c, Points__c FROM HTask__c WHERE Id IN :tmpVar1
16:40:32.234 (315468051)|SOQL_EXECUTE_END|[3]|Rows:1
16:40:32.234 (315500687)|HEAP_ALLOCATE|[3]|Bytes:8
16:40:32.234 (315516272)|HEAP_ALLOCATE|[3]|Bytes:166
16:40:32.234 (315548345)|HEAP_ALLOCATE|[3]|Bytes:8
16:40:32.234 (315571291)|HEAP_ALLOCATE|[3]|Bytes:28
16:40:32.234 (315631683)|VARIABLE_ASSIGNMENT|[3]|this.task|{"Id":"a00f4000009XCPqAAO","Contact__c":"003f400000PuV7aAAF","Type__c":"TO-DO","Status__c":"Completed","DueDate__c":"2018-06-06T00:00:00.000Z","Points__c":5.00}|0x72f8139d
16:40:32.234 (315642741)|STATEMENT_EXECUTE|[5]
16:40:32.234 (315647063)|HEAP_ALLOCATE|[5]|Bytes:59
16:40:32.234 (315659973)|HEAP_ALLOCATE|[5]|Bytes:4
16:40:32.234 (315825637)|SOQL_EXECUTE_BEGIN|[5]|Aggregations:0|SELECT Id, Name, Points__c FROM Contact WHERE Id = :tmpVar1
16:40:32.234 (318827442)|SOQL_EXECUTE_END|[5]|Rows:1
16:40:32.234 (318846651)|HEAP_ALLOCATE|[5]|Bytes:8
16:40:32.234 (318859672)|HEAP_ALLOCATE|[5]|Bytes:98
16:40:32.234 (318886861)|HEAP_ALLOCATE|[5]|Bytes:8
16:40:32.234 (318907898)|HEAP_ALLOCATE|[5]|Bytes:16
16:40:32.234 (318936208)|VARIABLE_ASSIGNMENT|[5]|this.conta|{"Id":"003f400000PuV7aAAF","Name":"TestContact2","Points__c":10}|0x72f8139d
16:40:32.234 (318979499)|STATEMENT_EXECUTE|[7]
16:40:32.234 (319078580)|STATEMENT_EXECUTE|[8]
16:40:32.234 (319097951)|STATEMENT_EXECUTE|[9]
16:40:32.234 (319100301)|STATEMENT_EXECUTE|[10]
16:40:32.234 (319178202)|HEAP_ALLOCATE|[10]|Bytes:28
16:40:32.234 (319232507)|VARIABLE_ASSIGNMENT|[10]|this.Points__c|15.00|0x17f5f2c6
16:40:32.234 (319240308)|STATEMENT_EXECUTE|[16]
16:40:32.234 (319265988)|HEAP_ALLOCATE|[16]|Bytes:8
16:40:32.234 (319278076)|DML_BEGIN|[16]|Op:Update|Type:Contact|Rows:1
16:40:32.234 (319305200)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.234 (322752634)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
16:40:32.234 (322771293)|DUPLICATE_DETECTION_BEGIN
16:40:32.234 (322838161)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:UPDATE
16:40:32.234 (322897601)|DUPLICATE_DETECTION_END
16:40:32.234 (322903071)|CODE_UNIT_FINISHED|DuplicateDetector
16:40:32.234 (333123900)|DML_END|[16]
16:40:32.333 (333155548)|CUMULATIVE_LIMIT_USAGE
16:40:32.333 (333155548)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

16:40:32.333 (333155548)|TESTING_LIMITS
16:40:32.333 (333155548)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 4 out of 100
  Number of query rows: 4 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 4 out of 150
  Number of DML rows: 4 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

16:40:32.333 (333155548)|CUMULATIVE_LIMIT_USAGE_END

16:40:32.234 (334084988)|CODE_UNIT_FINISHED|completeHTaskTrigger on HTask trigger event AfterUpdate
16:40:32.234 (334424587)|DML_END|[36]
16:40:32.234 (334443248)|STATEMENT_EXECUTE|[38]
16:40:32.234 (334450234)|HEAP_ALLOCATE|[38]|Bytes:65
16:40:32.234 (334473828)|HEAP_ALLOCATE|[38]|Bytes:4
16:40:32.234 (334642421)|SOQL_EXECUTE_BEGIN|[38]|Aggregations:0|SELECT Id, Points__c FROM Contact WHERE LastName = 'TestContact2'
16:40:32.234 (339014791)|SOQL_EXECUTE_END|[38]|Rows:1
16:40:32.234 (339046530)|HEAP_ALLOCATE|[38]|Bytes:8
16:40:32.234 (339062895)|HEAP_ALLOCATE|[38]|Bytes:78
16:40:32.234 (339093277)|HEAP_ALLOCATE|[38]|Bytes:8
16:40:32.234 (339121562)|HEAP_ALLOCATE|[38]|Bytes:12
16:40:32.234 (339132026)|VARIABLE_SCOPE_BEGIN|[38]|cont2After|Contact|true|false
16:40:32.234 (339166415)|VARIABLE_ASSIGNMENT|[38]|cont2After|{"Id":"003f400000PuV7aAAF","Points__c":15}|0x7ef666af
16:40:32.234 (339174366)|STATEMENT_EXECUTE|[39]
16:40:32.234 (339190590)|METHOD_ENTRY|[39]||System.Test.stopTest()
16:40:32.234 (339942790)|METHOD_EXIT|[39]||System.Test.stopTest()
16:40:32.234 (339951036)|STATEMENT_EXECUTE|[40]
16:40:32.234 (340024759)|HEAP_ALLOCATE|[40]|Bytes:28
16:40:32.340 (340072168)|CUMULATIVE_LIMIT_USAGE
16:40:32.340 (340072168)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

16:40:32.340 (340072168)|TESTING_LIMITS
16:40:32.340 (340072168)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 5 out of 100
  Number of query rows: 5 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 4 out of 150
  Number of DML rows: 4 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

16:40:32.340 (340072168)|CUMULATIVE_LIMIT_USAGE_END

16:40:32.234 (340110804)|CODE_UNIT_FINISHED|CompleteHTaskTriggerTest.completeTODOTask
16:40:32.234 (340811203)|EXECUTION_FINISHED
16:40:33.11 (1011708485)|USER_INFO|[EXTERNAL]|005f4000002PiXT|amancebo.habitica@altimetrik.com|Argentine Time|GMT-03:00
16:40:33.11 (1011738105)|EXECUTION_STARTED
16:40:33.11 (1011745202)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
16:40:33.11 (1011775170)|DUPLICATE_DETECTION_BEGIN
16:40:33.11 (1011864067)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:UPDATE
16:40:33.11 (1020650926)|DUPLICATE_DETECTION_END
16:40:33.11 (1020662723)|CODE_UNIT_FINISHED|DuplicateDetector
16:40:33.11 (1021518601)|EXECUTION_FINISHED
16:40:33.22 (1022456491)|USER_INFO|[EXTERNAL]|005f4000002PiXT|amancebo.habitica@altimetrik.com|Argentine Time|GMT-03:00
16:40:33.22 (1022477498)|EXECUTION_STARTED
16:40:33.22 (1022482250)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
16:40:33.22 (1022494677)|DUPLICATE_DETECTION_BEGIN
16:40:33.22 (1022557196)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:INSERT
16:40:33.22 (1030458834)|DUPLICATE_DETECTION_END
16:40:33.22 (1030472486)|CODE_UNIT_FINISHED|DuplicateDetector
16:40:33.22 (1031282182)|EXECUTION_FINISHED
